1,2,162,902,171,151,1,1,1
1,4,136,669,178,176,1,1,1
1,9,428,0,166,150,1,1,1
1,6,143,436,191,193,1,1,1
1,3,460,824,120,152,1,1,1
1,5,463,579,142,147,1,1,1
1,8,191,185,119,155,1,1,1
1,7,463,322,131,141,1,1,1
1,10,192,0,116,61,1,1,1
1,1,520,1060,47,20,1,1,1
2,2,163,936,169,144,1,1,1
2,4,136,701,178,178,1,1,1
2,9,428,14,170,164,1,1,1
2,6,142,467,192,194,1,1,1
2,3,460,849,123,159,1,1,1
2,5,464,612,142,149,1,1,1
2,8,193,214,117,156,1,1,1
2,7,465,347,131,147,1,1,1
2,10,154,0,169,89,1,1,1
3,2,163,962,172,118,1,1,1
3,4,135,729,179,185,1,1,1
3,9,426,41,172,169,1,1,1
3,6,140,493,193,203,1,1,1
3,3,460,880,120,160,1,1,1
3,5,464,639,141,149,1,1,1
3,8,190,246,117,155,1,1,1
3,7,462,381,133,142,1,1,1
3,10,139,0,181,118,1,1,1
3,11,447,0,108,35,1,1,1
4,2,163,992,169,88,1,1,1
4,4,132,758,180,189,1,1,1
4,9,422,66,169,173,1,1,1
4,6,138,524,193,202,1,1,1
4,3,459,908,123,162,1,1,1
4,5,463,672,142,146,1,1,1
4,8,185,275,119,155,1,1,1
4,7,458,405,133,146,1,1,1
4,10,133,0,202,148,1,1,1
4,11,440,0,144,63,1,1,1
5,2,161,1024,130,56,1,1,1
5,4,131,788,180,187,1,1,1
5,9,423,92,170,173,1,1,1
5,6,136,557,195,198,1,1,1
5,3,460,939,123,141,1,1,1
5,5,462,701,142,145,1,1,1
5,8,184,301,118,159,1,1,1
5,7,460,434,131,149,1,1,1
5,10,133,0,201,172,1,1,1
5,11,437,1,146,88,1,1,1
6,2,210,1053,59,26,1,1,1
6,4,133,818,178,187,1,1,1
6,9,420,122,171,173,1,1,1
6,6,136,585,188,194,1,1,1
6,3,462,964,123,114,1,1,1
6,5,465,733,138,145,1,1,1
6,8,184,331,110,158,1,1,1
6,7,457,468,128,142,1,1,1
6,10,131,13,201,191,1,1,1
6,11,443,1,147,109,1,1,1
7,4,133,852,179,182,1,1,1
7,9,422,152,169,173,1,1,1
7,6,138,615,189,199,1,1,1
7,3,466,1008,110,71,1,1,1
7,5,464,765,140,144,1,1,1
7,8,186,371,118,148,1,1,1
7,7,460,494,129,147,1,1,1
7,10,134,36,199,199,1,1,1
7,11,445,1,150,148,1,1,1
7,12,144,1,129,27,1,1,1
8,4,134,881,180,186,1,1,1
8,9,429,192,166,162,1,1,1
8,6,138,642,190,204,1,1,1
8,3,466,1038,78,42,1,1,1
8,5,465,796,140,146,1,1,1
8,8,189,403,111,146,1,1,1
8,7,463,526,128,150,1,1,1
8,10,139,67,200,193,1,1,1
8,11,449,22,150,159,1,1,1
8,12,153,0,141,53,1,1,1
9,4,136,918,180,162,1,1,1
9,9,431,226,167,163,1,1,1
9,6,140,679,189,197,1,1,1
9,5,465,827,141,150,1,1,1
9,8,192,435,119,150,1,1,1
9,7,466,562,128,146,1,1,1
9,10,143,103,199,193,1,1,1
9,11,452,61,151,157,1,1,1
9,12,130,0,181,92,1,1,1
9,13,508,0,71,40,1,1,1
10,4,137,951,177,128,1,1,1
10,9,428,263,168,161,1,1,1
10,6,140,712,185,193,1,1,1
10,5,464,860,141,148,1,1,1
10,8,192,470,113,148,1,1,1
10,7,463,594,127,142,1,1,1
10,10,141,142,198,188,1,1,1
10,11,448,92,149,160,1,1,1
10,12,130,1,177,127,1,1,1
